REGION,PUERTO DESEMBARQUE,ESPECIE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
4,COQUIMBO,CHASCA, -   ,13, -   ,15, -   ,130,13, -   , -   , -   ,11,3, -   ,7,29
4,COQUIMBO,CHASCON O HUIRO NEGRO,1531,2360,2126,1153,5601,3106,2972,2306,5312,3696,5642,4803,3026,6260,2245
4,COQUIMBO,CHICOREA DE MAR,76,138, -   , -   , -   ,7, -   , -   , -   , -   , -   ,35,262,41,249
4,COQUIMBO,CHITON O APRETADOR,7,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,CHOCHA,1, -   ,2,1,10,14,2,3,4,2,5,3,6,1,3
4,COQUIMBO,CHOLGA, -   , -   , -   ,125, -   ,7,3, -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,CHORITO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
4,COQUIMBO,COCHAYUYO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   , -   , -   , -   ,90
4,COQUIMBO,COJINOBA DEL NORTE,142,59,128,7,8,6,5,10,10,8, -   ,6,4,4, -   
4,COQUIMBO,COJINOBA DEL NORTE / PIAFRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
4,COQUIMBO,CONGRIO COLORADO,36,61,11,1,6,44,53,36,92,61,36,50,145,37,38
4,COQUIMBO,CONGRIO DORADO,109,4, -   , -   ,2,2,4, -   , -   , -   , -   ,1, -   , -   , -   
4,COQUIMBO,CONGRIO NEGRO,3,15,14,5, -   ,14,11,6,9,3,4,7,8,1,2
4,COQUIMBO,CORVINA,7,4, -   , -   ,8,9,10,14,21,9,2,9,17,1, -   
4,COQUIMBO,CRUSTACEO NO CLASIFICADO, -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,CULENGUE, -   , -   , -   , -   , -   ,1,8,3,58, -   ,77,5,29, -   , -   
4,COQUIMBO,DORADO DE ALTURA, -   , -   , -   , -   ,10,4,4,11,2,1, -   , -   , -   , -   , -   
4,COQUIMBO,ERIZO,4,1,1,1, -   ,7,1, -   , -   ,1, -   , -   , -   ,1, -   
4,COQUIMBO,GAMBA, -   , -   , -   ,88,5, -   ,22,12, -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,HUIRO,65,24,268,134,208,22,29,42,32,57,67,16,54,54,9
4,COQUIMBO,HUIRO PALO,505,84,537,733,1353,986,314,468,877,468,2054,436,244,411,610
4,COQUIMBO,JAIBA LIMON, -   , -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,JAIBA MORA,21,16,4, -   ,28,21,22,20,40,43,20,8,5,4,7
4,COQUIMBO,JAIBA PELUDA O PACHONA,9,10,4, -   ,67,10,9,8,45,62,10, -   ,12,18,24
4,COQUIMBO,JAIBA REMADORA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,29,8, -   , -   , -   , -   
4,COQUIMBO,JERGUILLA, -   , -   , -   , -   ,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,JIBIA O CALAMAR ROJO, -   ,2529,3525,9319,28745,31717,20276,15282,39799,8050,20075,33012,14438,16624,14114
4,COQUIMBO,JUREL,2848,8750,11210,6350,12947,2126,9293,16096,6912,15346,18335,2094,2031,2410,3039
4,COQUIMBO,KONSO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
4,COQUIMBO,LANGOSTINO AMARILLO,397,205,111,224,364,675,692,536,466,421,447,597,611,755,660
4,COQUIMBO,LANGOSTINO COLORADO,37,199,25,160,101,360,364,531,508,430,442,392,120,274,364
4,COQUIMBO,LAPA,233,272,320,168,360,134,26,19,55,64,35,165, -   , -   , -   
4,COQUIMBO,LAPA NEGRA,20,16,23,14,32,22,30,35,29,52,25,7,117,44,15
4,COQUIMBO,LAPA REINA, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,LAPA ROSADA,7,7,13,7,11,11,18,23,11,2,3,5,5,1, -   
4,COQUIMBO,LECHUGUILLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,132
4,COQUIMBO,LENGUADO , -   , -   , -   , -   ,12,12,11,9,12,4,6,6, -   , -   ,2
4,COQUIMBO,LENGUADO DE OJOS CHICOS,1,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
4,COQUIMBO,LENGUADO OJOS CHICOS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9,2, -   
4,COQUIMBO,LISA, -   ,3, -   , -   , -   , -   ,1,6,2,1,2,2, -   , -   , -   
4,COQUIMBO,LOCO,128,192,384,258,505,566,463,419,173,1063,671,520,629,342,211
4,COQUIMBO,LUCHE, -   , -   , -   , -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   
4,COQUIMBO,MACHA,178,4,72,1017,578,721,2369,2292,1023,860,1090,912,1778,1652,206
4,COQUIMBO,MACHUELO O TRITRE,305,128,269,1175,950,191,732,3071,3945,2568,3289,972,3609,3625,2080
4,COQUIMBO,MARLIN, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,MERLUZA COMUN,1282,520,112,16,60,32,128,272,350,106,223,271,465,131,187
4,COQUIMBO,OSTION DEL NORTE, -   , -   ,8,20,120,43, -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,PALOMETA,11,9,19, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,PAMPANITO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
4,COQUIMBO,PEJE GATO HOCICON, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
4,COQUIMBO,PEJEGALLO, -   ,6, -   , -   ,11,10,10,11,15,4,2, -   ,5,1,4
4,COQUIMBO,PEJEPERRO,1,2, -   , -   ,4,11,4, -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,PEJERREY DE MAR,2, -   , -   , -   ,6,1,4,3, -   , -   ,1, -   , -   , -   , -   
4,COQUIMBO,PEJESAPO,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,PELILLO,2097,2907,4281,2908,5176,4510,2516,3683,5324,328,2316,1259,1336,4723,1944
4,COQUIMBO,PESCADO NO CLASIFICADO, -   , -   ,2,5,18,17, -   , -   , -   , -   , -   , -   ,1, -   ,1
4,COQUIMBO,PEZ SOL, -   , -   , -   , -   , -   ,4, -   , -   , -   ,2,1, -   ,1, -   ,3
4,COQUIMBO,PICOROCO, -   ,4,1,1,33,38,17,8,17,20,18,8,6,8,4
4,COQUIMBO,PIURE,56,31,42,10,17,65,20,16,30,20,20,19,24,22,15
4,COQUIMBO,PULPO,13, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,RAYA VOLANTIN,5, -   , -   , -   , -   ,2,1,2,5, -   , -   , -   , -   , -   , -   
4,COQUIMBO,REINETA, -   ,6, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,ROBALO, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,ROLLIZO,1,2, -   , -   ,6,30,22,19,26,20,11,9,1,4,1
4,COQUIMBO,RONCACHO, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,SARDINA COMUN,8,122,203,191,108,96,23,14,3,25,62,24,5, -   , -   
4,COQUIMBO,SARDINA ESPAÑOLA,668,253,155,264,133,131,122,67,7,2,31,15,5, -   , -   
4,COQUIMBO,SIERRA,24,22,14,8,8,19,18,28,25,17,14,11,11,5,2
4,COQUIMBO,TIBURON O MARRAJO,4,6,11,25,29,38, -   , -   ,2,3,13,8,11,1, -   
4,COQUIMBO,TIBURON O MARRAJO DENTUDO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,31
4,COQUIMBO,TIBURON SARDINERO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,14
4,COQUIMBO,TOLLO, -   , -   , -   , -   , -   ,6,1,7,6,1, -   , -   , -   , -   ,1
4,COQUIMBO,VIDRIOLA O TOREMO, -   ,2,3,6, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,COQUIMBO,"VIDRIOLA, PALOMETA, DORADO O TOREMO", -   , -   , -   , -   ,3,1, -   , -   , -   , -   , -   ,1,1, -   ,1
4,COQUIMBO,VIEJA O MULATA,1,5, -   , -   ,10,18,9,8,11,8,2, -   , -   , -   , -   
4,LOS VILOS,ALBACORA O PEZ ESPADA, -   , -   ,5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,ALMEJA,8,11,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,ANGUILA, -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,ANGUILA BABOSA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
4,LOS VILOS,BACALAO DE PROFUNDIDAD,3,5,11,4, -   , -   ,1,2, -   , -   ,1, -   ,3,3, -   
4,LOS VILOS,BLANQUILLO, -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,BRECA O BILAGAY, -   , -   , -   , -   ,6, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,CABALLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
4,LOS VILOS,CABINZA, -   , -   , -   , -   , -   , -   , -   , -   ,4,4,1, -   ,15,5,10
4,LOS VILOS,CABRILLA, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   
4,LOS VILOS,CABRILLA COMUN, -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,CAMARON NAILON, -   , -   , -   , -   ,2,5, -   ,1,20,1,24,21,42,119,71
4,LOS VILOS,CARACOL LOCATE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
4,LOS VILOS,CARACOL PALO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4, -   , -   
4,LOS VILOS,CARACOL TEGULA,36,21,2,6,12,18,22,12,14,16, -   ,9,11,7,9
4,LOS VILOS,CHANCHARRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
4,LOS VILOS,CHASCA,144,75,81,162,91,133,31,37,26,27,12, -   ,12,14,15
4,LOS VILOS,CHASCON O HUIRO NEGRO,10198,11728,9929,12109,25461,32761,25938,18737,32328,29492,28888,29959,13579,18946,8695
4,LOS VILOS,CHICOREA DE MAR,11, -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   ,1,4, -   
4,LOS VILOS,CHITON O APRETADOR, -   ,2,2,39,27, -   ,7, -   , -   ,1, -   , -   , -   , -   , -   
4,LOS VILOS,CHOLGA, -   , -   , -   ,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,COCHAYUYO,110,73,16,17,36,70,187,681,603,281, -   , -   ,263,763,516
4,LOS VILOS,COJINOBA DEL NORTE,12,24,8,9,24,3, -   ,5,3, -   , -   ,2,2,1, -   
4,LOS VILOS,COJINOBA DEL NORTE / PIAFRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5
4,LOS VILOS,CONGRIO COLORADO,16,30,1,2,2,20,32,31,40,24,11,15,24,33,41
4,LOS VILOS,CONGRIO DORADO, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,CONGRIO NEGRO,50,99,21, -   ,32,26,22,21,31,16,7,6,8,7,1
4,LOS VILOS,CORVINA,2,3, -   , -   , -   ,1,2, -   ,1, -   , -   , -   , -   , -   , -   
4,LOS VILOS,CRUSTACEO NO CLASIFICADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
4,LOS VILOS,ERIZO,9,4,3,3,11,13,10,1,2,7, -   ,3,2,1, -   
4,LOS VILOS,HUEPO O NAVAJA DE MAR, -   , -   , -   , -   , -   , -   ,18, -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,HUIRO,1427,1711,2444,4361,3558,2799,2308,3178,6209,2049,4461,3773,1151,1834,2627
4,LOS VILOS,HUIRO PALO,3407,2561,5284,21463,18113,18845,10364,14407,15184,15682,25588,23848,19252,13388,14964
4,LOS VILOS,JAIBA, -   , -   , -   ,1, -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   
4,LOS VILOS,JAIBA MORA,25,27,4,2,22,24,27,26,17,11,3,10,5,7,9
4,LOS VILOS,JAIBA PELUDA O PACHONA,29,36,2,1,5,19,30,40,11,45,4,6,8,11,6
4,LOS VILOS,JAIBA REMADORA, -   , -   , -   , -   , -   , -   , -   ,4, -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,JERGUILLA, -   ,2, -   , -   , -   ,5,6,8,14,14,9,12,19,12,18
4,LOS VILOS,JIBIA O CALAMAR ROJO, -   ,3, -   ,8,5,9,9,25,108,1184,25,382,89,314,395
4,LOS VILOS,JUREL,10,31,1,9,1,11,11,37,28,18,19,22,6,1, -   
4,LOS VILOS,LANGOSTINO AMARILLO,19, -   , -   , -   ,43,14,26,206,283,275,253,39,208,83,57
4,LOS VILOS,LANGOSTINO COLORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,75,585,335,86
4,LOS VILOS,LAPA,646,359,235,241,461,174,35,29,45,24,14,108, -   , -   ,4
4,LOS VILOS,LAPA NEGRA,19,27,23,29,19,16,16,9,7,24,11,10,126,30,48
4,LOS VILOS,LAPA REINA, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
4,LOS VILOS,LAPA ROSADA,29,41,36,41,18,26,19,16,9,15,9,7,5,7,23
4,LOS VILOS,LENGUADO , -   , -   , -   , -   ,3,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,LENGUADO DE OJOS CHICOS, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,LOCO,130,227,188,161,289,101,128,78,68,87,20,31,26,79,70
4,LOS VILOS,LUCHE, -   , -   , -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,LUGA CUCHARA O CORTA, -   , -   ,14, -   ,9,10, -   ,14,12,3,5,2, -   ,8,6
4,LOS VILOS,LUGA-LUGA, -   ,32, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,MACHA, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,MACHUELO O TRITRE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
4,LOS VILOS,MERLUZA COMUN,78,35,8, -   , -   ,1, -   ,12,8,6,6,2,12,1,4
4,LOS VILOS,PEJEGALLO, -   , -   , -   , -   , -   ,3, -   , -   ,1,1, -   , -   , -   , -   , -   
4,LOS VILOS,PELILLO,1, -   , -   ,49, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,PESCADO NO CLASIFICADO,6,9, -   , -   , -   ,1, -   , -   ,1, -   , -   , -   , -   , -   , -   
4,LOS VILOS,PICOROCO,29,72,18,11,76,83,49,36,59,73,2,15,6,6, -   
4,LOS VILOS,PIURE,1,16,3, -   , -   ,11,27,62,37,37, -   ,2,3,6, -   
4,LOS VILOS,RAYA VOLANTIN, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,REINETA,2,10, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
4,LOS VILOS,ROLLIZO, -   , -   , -   , -   ,7,4,1,1,9,2, -   ,3,6,4,3
4,LOS VILOS,SARDINA COMUN, -   ,25, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,SIERRA,46,50,9,1, -   ,70,73,51,59,56,47,40,28,20,22
4,LOS VILOS,TIBURON O MARRAJO,1,2, -   , -   , -   , -   ,4,3, -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,TOLLO, -   , -   ,2, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,LOS VILOS,VIEJA O MULATA,3,2, -   , -   ,4,4, -   ,1, -   ,1, -   , -   , -   ,1, -   
4,TONGOY,ALMEJA,29,10,2, -   , -   , -   , -   , -   , -   ,4, -   ,4,14,3,5
4,TONGOY,ANCHOVETA,668,22, -   , -   ,56,74,83,100,14,19,1,242,90,3,4
4,TONGOY,ANGUILA,24,14,8, -   , -   ,3,7, -   , -   ,1, -   , -   ,7, -   , -   
4,TONGOY,BACALADILLO O MOTE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,182, -   ,57
4,TONGOY,BACALAO DE PROFUNDIDAD,1, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
4,TONGOY,BLANQUILLO, -   ,3,1, -   ,2,6,8,7,9,3,6,7,2, -   , -   
4,TONGOY,BONITO, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,BRECA O BILAGAY, -   , -   , -   , -   , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   
4,TONGOY,CABALLA,90,459,262,257,147,40,54,68,57,701,643,72,150,39,42
4,TONGOY,CABINZA,16, -   , -   ,4,5, -   ,2,1,1,1,3,1, -   , -   ,1
4,TONGOY,CAMARON NAILON, -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
4,TONGOY,CARACOL RUBIO,17,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,CARACOL TEGULA,9,4,2,2,16,6,3,8,17,11,4,8,2, -   , -   
4,TONGOY,CHASCA,5,1, -   ,100,4,12, -   ,13,25,6, -   ,3,3, -   ,2
4,TONGOY,CHASCON O HUIRO NEGRO,5509,6071,4559,8269,11145,11239,10365,6740,13546,8150,10477,8991,3914,6868,3035
4,TONGOY,CHICOREA DE MAR,85,129, -   , -   , -   , -   , -   ,6, -   , -   , -   , -   ,74,2,10
4,TONGOY,CHITON O APRETADOR, -   , -   , -   , -   ,1, -   , -   , -   ,1, -   , -   ,1, -   , -   , -   
4,TONGOY,CHOCHA,8,1, -   , -   , -   , -   , -   , -   ,1,5,1,4, -   , -   ,1
4,TONGOY,COCHAYUYO,7,77, -   , -   , -   , -   , -   ,33,4,2, -   , -   ,2,1,35
4,TONGOY,COJINOBA DEL NORTE,58,16,99,7,2, -   ,1,1,2,3, -   , -   ,1, -   , -   
4,TONGOY,CONGRIO COLORADO,16,2, -   , -   ,33,7,14,8,11,3,4,2,32,6,2
4,TONGOY,CONGRIO DORADO,14,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,CONGRIO NEGRO,5,6,6, -   , -   ,1, -   , -   ,2,1, -   , -   , -   , -   , -   
4,TONGOY,CORVINA, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   ,1, -   , -   , -   
4,TONGOY,DORADO DE ALTURA, -   , -   , -   , -   ,12,5,5,8, -   ,2, -   , -   , -   , -   , -   
4,TONGOY,ERIZO, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   
4,TONGOY,HUIRO,762,2285,1190,1237,1774,829,1525,2401,2816,1973,2104,1540,1433,1699,1466
4,TONGOY,HUIRO PALO,2453,2905,4127,11575,11065,5288,4579,4934,2910,6972,6471,2299,2646,4083,4715
4,TONGOY,JAIBA, -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,JAIBA LIMON,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,JAIBA MORA,13,7,3,2,9,5, -   ,2,10,7,1,4,4,1,4
4,TONGOY,JAIBA PANCORA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
4,TONGOY,JAIBA PELUDA O PACHONA,115,84,9,2,1,27,25,51,153,91,24,10,26,18,36
4,TONGOY,JAIBA REMADORA,3, -   ,2, -   ,18,6,11,27,33,47, -   ,1, -   ,3,1
4,TONGOY,JIBIA O CALAMAR ROJO, -   ,488,606,2355,3301,3364,5602,5784,7988,1965,12768,22948,20565,12300,10939
4,TONGOY,JUREL,828,2687,1373,1033,1403,272,844,1272,1217,2324,4616,910,1004,1455,756
4,TONGOY,LANGOSTINO AMARILLO, -   , -   , -   , -   , -   ,11, -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,LAPA,58,34,46,53,54,17,8,11,18,13,11,33, -   , -   , -   
4,TONGOY,LAPA BONETE, -   , -   , -   , -   ,5,3, -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,LAPA NEGRA, -   , -   ,1,1, -   , -   ,2, -   , -   ,1, -   , -   ,12,1,1
4,TONGOY,LAPA REINA, -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,LAPA ROSADA, -   , -   , -   ,1,3,2,2,2, -   ,2,1,1,2,1,2
4,TONGOY,LENGUADO, -   , -   , -   , -   , -   ,1,1,1,2,1,1, -   , -   , -   , -   
4,TONGOY,LENGUADO DE OJOS CHICOS,9,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,LENGUADO OJOS CHICOS, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   
4,TONGOY,LOCO, -   , -   ,10,13,8,7,3,1, -   , -   ,3,1,4,3,4
4,TONGOY,LUCHE, -   , -   , -   , -   , -   , -   , -   ,8, -   , -   , -   , -   , -   , -   , -   
4,TONGOY,MACHA,41,40, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
4,TONGOY,MACHUELO O TRITRE,7,62,9,34,1, -   , -   , -   , -   , -   , -   ,2,162,93,110
4,TONGOY,MERLUZA COMUN,190,60,110,5, -   ,2,1,2,22,3,2,17,37,24,25
4,TONGOY,NAVAJUELA,2,1,4,30,4,179,12, -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,OSTION DEL NORTE,20,271,33, -   , -   , -   , -   , -   , -   ,189, -   , -   , -   , -   , -   
4,TONGOY,PALOMETA,5,30,25,13, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,PEJERREY DE MAR,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,PELILLO,345,260,55,4275, -   , -   , -   ,48, -   ,72,63,5,88,125,7
4,TONGOY,PESCADO NO CLASIFICADO,8, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,PIURE,313,229,37,61,213,96,43,85,88,69,35,51,36,7,28
4,TONGOY,RAYA VOLANTIN, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,ROLLIZO,2,4,1, -   ,6, -   , -   , -   , -   ,5, -   , -   , -   , -   , -   
4,TONGOY,SARDINA COMUN, -   , -   , -   , -   ,11,4, -   , -   ,1, -   , -   , -   , -   , -   , -   
4,TONGOY,SARDINA ESPAÑOLA,17,9, -   , -   , -   , -   , -   ,2, -   ,1, -   , -   ,1,2, -   
4,TONGOY,SIERRA,23,24,3,1,61, -   , -   ,4,4,3, -   ,1, -   , -   , -   
4,TONGOY,TAQUILLA,35,7, -   ,200,38, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
4,TONGOY,TOLLO, -   , -   , -   , -   ,3, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   
4,TONGOY,VIEJA O MULATA,9, -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
5,QUINTERO,ALBACORA O PEZ ESPADA, -   , -   ,10, -   ,1, -   , -   , -   , -   ,2, -   , -   , -   ,3, -   
5,QUINTERO,ALMEJA,3,1, -   , -   , -   ,4,1,6, -   ,1,2,2, -   , -   , -   
5,QUINTERO,ANCHOVETA, -   ,8, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,ANGUILA,6,68, -   ,1, -   ,8, -   , -   , -   , -   , -   , -   ,1,3, -   
5,QUINTERO,AZULEJO, -   , -   , -   , -   ,3, -   , -   , -   , -   ,3, -   , -   , -   , -   , -   
5,QUINTERO,BACALAO DE PROFUNDIDAD,13,13,33,130,89,19,11,7, -   ,3,4,10,4,11,4
5,QUINTERO,BESUGO, -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,BLANQUILLO, -   , -   , -   ,7, -   ,2,2,4,2, -   , -   ,1, -   ,2, -   
5,QUINTERO,CABALLA, -   ,1,10,4,63,73,77,15,2,53,1,1,2,1, -   
5,QUINTERO,CABINZA, -   , -   , -   , -   , -   ,9, -   , -   , -   ,1,3,3, -   ,4, -   
5,QUINTERO,CABRILLA, -   , -   , -   , -   , -   ,7,2,3, -   ,1, -   , -   , -   , -   , -   
5,QUINTERO,CABRILLA COMUN, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,CALAMAR, -   , -   ,43, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,CAMARON NAILON,135, -   , -   ,93,58,144,186,123,134,143,157,245,182,210,436
5,QUINTERO,CANQUE , -   , -   , -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,CARACOL TEGULA,2, -   , -   , -   , -   ,13,7,16,11,15,13,11,1,10,3
5,QUINTERO,CARACOL TRUMULCO,1, -   , -   , -   , -   , -   , -   , -   ,5, -   , -   ,1, -   , -   , -   
5,QUINTERO,CHASCON O HUIRO NEGRO,4145,3629,2526,1964,6461,3988,2049,1274,2160,3996,5275,3168,2779,2986,3558
5,QUINTERO,CHITON O APRETADOR, -   , -   , -   ,7, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,COCHAYUYO,71, -   , -   , -   , -   , -   , -   ,28,15,38,1,7,101,142,76
5,QUINTERO,COJINOBA DEL NORTE,21,14,83,4,9,12,4,11,10,10,2,4,2, -   , -   
5,QUINTERO,COJINOBA DEL NORTE / PIAFRI, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8
5,QUINTERO,CONGRIO COLORADO,29,17, -   , -   ,14,28,38,36,37,19,23,43,48,43,33
5,QUINTERO,CONGRIO DORADO,36,9, -   ,1, -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   
5,QUINTERO,CONGRIO NEGRO,91,32,1, -   ,1,26,18,17,24,8,3,14,8,11,9
