REGION,PUERTO DESEMBARQUE,ESPECIE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
10,QUELLON,CONGRIO DORADO,85,103,86,299,457,127,29,86,11,52,11,6,12,18, -   
10,QUELLON,CONGRIO NEGRO,14, -   ,16,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,CORVINA,20,41,1,1,1,17,12,17,86,82,101,53,33,28,15
10,QUELLON,CULENGUE,380,565,12,318,198,70,179,213,160,611,972,251,154,75,29
10,QUELLON,ERIZO,26661,19977,17903,5767,6172,6192,6129,7366,6602,6032,5845,5009,5157,6804,5783
10,QUELLON,HUEPO O NAVAJA DE MAR,104,86,6,2, -   , -   , -   ,3, -   ,3, -   , -   , -   ,1, -   
10,QUELLON,HUIRO,46, -   , -   , -   , -   , -   ,30,168,299,515,750,1176,2033,1154,1110
10,QUELLON,HUIRO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   ,212, -   , -   , -   , -   , -   
10,QUELLON,JAIBA,236,10,4,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,JAIBA LIMON,10,48, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,JAIBA MARMOLA,1868,1900,2412,1377,2478,1688,1872,1106,1343,1226,1256,1204,961,1306,1030
10,QUELLON,JAIBA MORA,12,20,59,6,5, -   ,14,5,39,8, -   , -   , -   ,4,17
10,QUELLON,JAIBA PANCHOTE O CANGREJO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
10,QUELLON,JAIBA PATUDA,19, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,JAIBA PELUDA O PACHONA, -   , -   ,7, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,JAIBA REINA, -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,JULIANA O TAWERA, -   , -   , -   , -   , -   , -   ,15, -   ,2,14,25, -   , -   , -   , -   
10,QUELLON,JUREL, -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,LAPA,7,4,25,12,58,11, -   , -   , -   , -   ,38,6, -   , -   , -   
10,QUELLON,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4,10
10,QUELLON,LOCO,164, -   ,22,22, -   , -   ,8, -   ,12, -   ,15,6,1, -   , -   
10,QUELLON,LUGA CUCHARA O CORTA, -   , -   ,5, -   ,6, -   ,172,5,6, -   ,49,21,24,156,438
10,QUELLON,LUGA NEGRA O CRESPA, -   , -   ,3744,581,4567,3036,1733,208,6,6885,6642,6666,6663,4771,10050
10,QUELLON,LUGA-LUGA,8257,7976,25, -   , -   , -   ,8, -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,LUGA-ROJA, -   ,18446,15717,6412,26634,15093,14298,15384,17927,12401,8834,10058,13101,22458,8336
10,QUELLON,MACHA,399,568, -   , -   ,8,7,57, -   , -   , -   ,163,324,244,53,94
10,QUELLON,MERLUZA COMUN, -   , -   ,3, -   ,2, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
10,QUELLON,MERLUZA DEL SUR O AUSTRAL,7,13, -   , -   , -   ,1,7, -   ,8, -   , -   , -   , -   , -   , -   
10,QUELLON,NAVAJUELA,9,26, -   , -   , -   , -   , -   , -   , -   ,19,12,17,25,1,1
10,QUELLON,OSTRA CHILENA, -   ,1, -   , -   ,7, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,PEJEGALLO,16,3, -   , -   ,3,15,5,10,19,19, -   ,3,2,11,9
10,QUELLON,PEJERREY DE MAR,41,69, -   , -   , -   ,4,1,15,2,18,1, -   ,3, -   , -   
10,QUELLON,PELILLO,7538,70,14,31,364,54,203, -   , -   , -   ,1247,4713,1371,620,508
10,QUELLON,PEPINO DE MAR,3, -   , -   , -   , -   ,4, -   , -   , -   ,115,42, -   ,12, -   , -   
10,QUELLON,PICOROCO,12, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
10,QUELLON,PIURE,153, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   ,2, -   
10,QUELLON,PULPO,4,41,75,321,271,93,179,554,716,330, -   , -   ,15, -   , -   
10,QUELLON,PULPO DEL SUR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,210,244,161,52,142
10,QUELLON,RAYA VOLANTIN,394,206,229,220,155,101,17,22,7,1, -   , -   , -   , -   , -   
10,QUELLON,REINETA, -   , -   , -   , -   , -   , -   , -   ,5,1,36,22,16,39,36,170
10,QUELLON,ROBALO, -   ,1, -   , -   ,4,29,17,10,10,15,8,1,3, -   , -   
10,QUELLON,SARDINA AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   ,6, -   , -   , -   , -   ,1
10,QUELLON,SARDINA COMUN, -   , -   ,31,40, -   ,2,1, -   ,12,6,2,52, -   , -   ,2
10,QUELLON,SIERRA, -   , -   , -   , -   ,1, -   ,50,5,1,2,1,1,12,7, -   
10,QUELLON,TAQUILLA, -   , -   , -   , -   , -   ,466, -   ,1, -   , -   , -   , -   , -   , -   , -   
10,QUELLON,TOLLO, -   , -   , -   , -   , -   ,28,3, -   ,1, -   , -   , -   , -   , -   , -   
10,QUELLON,TUMBAO,180,6,109, -   , -   , -   , -   , -   , -   , -   , -   ,10, -   ,1, -   
10,QUEMCHI,CHICOREA DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,24, -   
10,QUEMCHI,CONGRIO DORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3, -   
10,QUEMCHI,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,95,163,32
10,QUEMCHI,PEJEGALLO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
10,QUEMCHI,PELILLO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,890, -   , -   
11,AYSEN,ALMEJA, -   ,10,2,5, -   ,1, -   , -   ,1, -   ,4,3,156,134,228
11,AYSEN,ANCHOVETA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7, -   , -   , -   
11,AYSEN,BROTULA,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CABRILLA, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CARACOL LOCATE, -   , -   , -   , -   ,1,1,4,9, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CARACOL PALO PALO,487,871,148,202,101,228,40, -   , -   , -   ,2,1,5,3,1
11,AYSEN,CENTOLLA,11,7, -   , -   , -   ,1,1,1, -   , -   ,2,85,97,117,43
11,AYSEN,CHANCHARRO, -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CHICOREA DE MAR,106, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CHOCHA, -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CHOLGA, -   ,83,2,3, -   ,1,2, -   ,1, -   ,9,5,19,24,32
11,AYSEN,CHORITO, -   , -   ,1,2, -   ,1,2, -   ,1, -   ,3, -   ,5,18,60
11,AYSEN,CHORO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3,4,4,85,98
11,AYSEN,COJINOBA DEL NORTE, -   , -   , -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,COJINOBA MOTEADA, -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,CONGRIO COLORADO, -   , -   , -   , -   , -   ,1,2, -   , -   , -   , -   , -   , -   ,1,3
11,AYSEN,CONGRIO DORADO,253,479,36,133,260,133,217,69,80,86,99,38,45,111,51
11,AYSEN,CULENGUE,893,714,116,411,425,453,181,173,59,82,230,184,122,214,169
11,AYSEN,ERIZO,953,2951,102,755,1229,183,745,352,57,221,12,10,549,262,392
11,AYSEN,HUIRO PALO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
11,AYSEN,JAIBA, -   , -   ,12, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,JAIBA MARMOLA,2009,1554,1545,594,502,985,986,1134,1549,463,406,601,642,946,1334
11,AYSEN,JAIBA MORA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   ,5, -   
11,AYSEN,JAIBA REMADORA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   
11,AYSEN,JIBIA O CALAMAR ROJO, -   , -   , -   , -   , -   , -   ,5, -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,JUREL, -   , -   , -   , -   , -   ,3,6,2, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,LAPA, -   , -   , -   , -   ,29, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
11,AYSEN,LAPA REINA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,211
11,AYSEN,LOCO,117, -   ,208,122, -   ,88,154,24,11, -   ,12,9, -   , -   , -   
11,AYSEN,LUGA NEGRA O CRESPA, -   , -   , -   , -   , -   , -   ,5,1, -   , -   , -   ,5,6, -   ,245
11,AYSEN,LUGA-ROJA, -   , -   , -   ,4,19,104,41,13,5, -   , -   ,11,52,61,13
11,AYSEN,MACHA,149,241, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,MERLUZA DE COLA,6,1, -   , -   ,5,2, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,MERLUZA DEL SUR O AUSTRAL,4158,4389,702,549,1313,1386,962,1087,982,263,432,342,183,53,147
11,AYSEN,OSTION DEL SUR, -   , -   , -   , -   , -   , -   , -   ,35,6, -   , -   , -   , -   , -   , -   
11,AYSEN,PEJERREY DE MAR, -   , -   , -   , -   ,15,19,22,22,1, -   , -   ,1, -   ,2,12
11,AYSEN,PELILLO, -   , -   , -   , -   , -   , -   ,170,2, -   , -   , -   , -   , -   , -   , -   
11,AYSEN,PESCADO NO CLASIFICADO, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,RAYA VOLANTIN,147,260,90,49,99,66,104,17,13,41,9,21,24,18,4
11,AYSEN,REINETA, -   , -   , -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,ROBALO,8, -   , -   , -   ,21,29,25,23,6,32,19,12,15,18,44
11,AYSEN,SARDINA AUSTRAL, -   , -   , -   ,2,67,153,252,176,10,3219,50,1284,4034,5326,4277
11,AYSEN,SARDINA COMUN, -   , -   , -   , -   , -   ,54, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,SARDINA ESPAÑOLA, -   , -   , -   , -   , -   ,4, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,AYSEN,TOLLO,7, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
11,CHACABUCO,CONGRIO DORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
11,CHACABUCO,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,5, -   
11,CHACABUCO,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   ,1
11,CISNES,ALMEJA, -   , -   , -   , -   ,5,1,16,4, -   ,1,18,47,160,1,14
11,CISNES,ANCHOVETA, -   , -   , -   , -   , -   ,5,4, -   , -   , -   , -   ,1, -   , -   , -   
11,CISNES,CARACOL PALO PALO, -   , -   , -   ,1,16,3,3, -   , -   , -   , -   , -   , -   , -   , -   
11,CISNES,CARACOL PIQUILHUE, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,CISNES,CENTOLLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1,4, -   ,2, -   
11,CISNES,CHANCHARRO, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,CISNES,CHOLGA, -   ,51, -   , -   , -   , -   , -   , -   , -   ,1,1,2,16,2,9
11,CISNES,CHORITO, -   , -   , -   ,1, -   , -   ,1, -   , -   , -   ,3, -   ,20,30,3
11,CISNES,CHORO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   
11,CISNES,COJINOBA MOTEADA, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   
11,CISNES,CONGRIO COLORADO, -   , -   , -   , -   , -   , -   ,1,3, -   , -   , -   , -   , -   , -   , -   
11,CISNES,CONGRIO DORADO, -   ,1,4,106,92,165,221,100,115,74,97,83,69,49,34
11,CISNES,CULENGUE, -   ,41, -   ,32,28,7,50, -   , -   , -   ,35, -   ,5,4,9
11,CISNES,ERIZO,717,931,406,77,94,35,29,48,1, -   ,25,2,48, -   , -   
11,CISNES,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   ,25,62, -   ,1, -   ,12,46, -   ,9
11,CISNES,JAIBA REINA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
11,CISNES,JAIBA REMADORA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
11,CISNES,JUREL, -   , -   , -   , -   ,59,46,75,39, -   ,3, -   , -   , -   , -   , -   
11,CISNES,LAPA, -   , -   , -   , -   ,10, -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
11,CISNES,LAPA REINA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
11,CISNES,LOCO, -   , -   ,3,32, -   , -   ,13,29, -   , -   ,5,6, -   , -   , -   
11,CISNES,LUGA NEGRA O CRESPA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8, -   
11,CISNES,LUGA-ROJA, -   , -   , -   , -   ,9,3,31,1, -   , -   ,2,8,3,6, -   
11,CISNES,MERLUZA COMUN, -   , -   , -   ,35,12,7,1,1, -   , -   , -   , -   , -   , -   , -   
11,CISNES,MERLUZA DE COLA,70, -   ,7,240,16,50,48,15, -   , -   , -   , -   , -   , -   , -   
11,CISNES,MERLUZA DE TRES ALETAS, -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   
11,CISNES,MERLUZA DEL SUR O AUSTRAL, -   , -   ,852,1624,3067,3688,3909,4033,3191,3350,3638,2639,909,701,889
11,CISNES,PEJERREY DE MAR,2, -   ,4,8,128,156,228,74,2,2, -   ,1, -   , -   ,6
11,CISNES,PELILLO,1608,862,999,3,2454,330,198,379,221, -   , -   , -   ,35,5,24
11,CISNES,PESCADO NO CLASIFICADO, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
11,CISNES,PICOROCO, -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,CISNES,PUYE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2,1
11,CISNES,RAYA VOLANTIN, -   ,1,9,72,65,59,66,43,27,23,48,59,30,23,4
11,CISNES,ROBALO, -   , -   , -   , -   ,16,23,61,23,6, -   , -   ,1, -   , -   ,8
11,CISNES,SALMON PLATEADO, -   , -   , -   , -   ,1,4, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,CISNES,SARDINA AUSTRAL, -   , -   , -   ,2,39,57,145,23, -   ,158, -   ,24, -   , -   ,2
11,CISNES,SARDINA COMUN, -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   ,1, -   , -   , -   
11,CISNES,SARDINA ESPAÑOLA, -   , -   , -   , -   , -   ,9, -   , -   , -   , -   , -   , -   , -   , -   , -   
11,GUAITECAS,ALMEJA,46,88, -   , -   , -   , -   , -   , -   , -   , -   ,1,44,5,92,220
11,GUAITECAS,CARACOL PALO PALO, -   , -   ,8, -   ,3,22,35,21,12, -   , -   ,2,1, -   ,1
11,GUAITECAS,CARACOL PICUYO,9, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,GUAITECAS,CARACOL TEGULA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1
11,GUAITECAS,CENTOLLA, -   , -   , -   , -   ,17,1,2,36, -   ,1,1,3, -   ,3,13
11,GUAITECAS,CHOLGA, -   ,19, -   , -   , -   , -   , -   , -   , -   , -   ,10,1,9,13,4
11,GUAITECAS,CHORITO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7,2,2, -   ,1
11,GUAITECAS,CHORO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,60,121,8, -   ,11
11,GUAITECAS,CONGRIO DORADO, -   , -   ,2,10, -   ,2, -   ,1,1, -   , -   , -   ,22, -   , -   
11,GUAITECAS,CULENGUE, -   , -   ,114,391,187,199,150, -   , -   , -   ,139,33,9, -   ,7
11,GUAITECAS,ERIZO,133,1247,6772,4997,4762,7748,6307,5454,5759,7124,5048,8216,7661,8247,8388
11,GUAITECAS,JAIBA MARMOLA, -   , -   ,193,393,69, -   ,73,21,23,21,44,25,24,2,5
11,GUAITECAS,JAIBA MORA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,23
11,GUAITECAS,JAIBA REINA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
11,GUAITECAS,LAPA, -   , -   ,11,28,58,1, -   ,2,1, -   ,28,41, -   , -   , -   
11,GUAITECAS,LAPA NEGRA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6,5,3
11,GUAITECAS,LAPA REINA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12
11,GUAITECAS,LOCO,28, -   ,4,31, -   , -   ,89,31,16, -   , -   ,12, -   ,18, -   
11,GUAITECAS,LUGA CUCHARA O CORTA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,9
11,GUAITECAS,LUGA NEGRA O CRESPA, -   , -   , -   , -   , -   ,11,22,12,3,177,878,343,295,647,909
11,GUAITECAS,LUGA-LUGA, -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
11,GUAITECAS,LUGA-ROJA, -   , -   ,55,251,306,4097,1719,900,351,1193,1119,1542,2755,2592,2482
11,GUAITECAS,MERLUZA DEL SUR O AUSTRAL, -   , -   ,2, -   ,5,20,9,4,26, -   ,2,8, -   , -   , -   
11,GUAITECAS,PELILLO, -   , -   , -   , -   , -   ,144,39,6, -   , -   , -   ,3, -   ,5,7
11,GUAITECAS,PIURE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,2
11,GUAITECAS,PULPO, -   , -   , -   ,1,22,13,4, -   ,27,1,9, -   , -   , -   , -   
11,GUAITECAS,PULPO DEL SUR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,13, -   ,1,3
11,GUAITECAS,PUYE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
11,GUAITECAS,RAYA VOLANTIN, -   , -   ,17,18,2,4, -   ,1, -   , -   ,1,2, -   , -   , -   
11,GUAITECAS,ROBALO, -   , -   , -   , -   , -   ,1, -   ,2,3,1,1, -   ,1,1, -   
11,GUAITECAS,SARDINA AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   ,85, -   , -   , -   
11,GUAITECAS,SIERRA, -   , -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
11,PUERTO AGUIRRE,ERIZO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,5, -   
11,PUERTO AGUIRRE,JAIBA MARMOLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6,9
11,PUERTO AGUIRRE,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3
11,PUERTO AGUIRRE,RAYA VOLANTIN, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   
12,PORVENIR,ALMEJA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,22, -   , -   
12,PORVENIR,ANGUILA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,61, -   
12,PORVENIR,BACALAO DE PROFUNDIDAD, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3, -   
12,PORVENIR,BROTULA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   , -   
12,PORVENIR,CARACOL PIQUILHUE, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,47,96,27, -   , -   
12,PORVENIR,CARACOL TROPHON, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,84,48, -   , -   , -   
12,PORVENIR,CENTOLLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,466,2045,2830,2658,2749
12,PORVENIR,CENTOLLON, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,99,145,347,306,428
12,PORVENIR,CHANCHARRO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3, -   
12,PORVENIR,CHOLGA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   
12,PORVENIR,CHORITO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,48
12,PORVENIR,CONGRIO DORADO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,14, -   ,15,78,17
12,PORVENIR,ERIZO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,20,63,33,66,45
12,PORVENIR,HUEPO O NAVAJA DE MAR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,93,440,688,144,124
12,PORVENIR,LUGA-ROJA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,6,21,1039,305,785
12,PORVENIR,MERLUZA DE COLA, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3, -   , -   
12,PORVENIR,MERLUZA DEL SUR O AUSTRAL, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,64,71,51,4,44
12,PORVENIR,OSTION DEL SUR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,18,132,203,126
12,PORVENIR,PULPO DEL SUR, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1, -   , -   , -   
12,PUERTO NATALES,ALMEJA,290,202,32,557,14,6,1, -   ,1,2,6, -   ,12,170,260
12,PUERTO NATALES,ANGUILA, -   , -   , -   , -   , -   , -   , -   , -   , -   ,2, -   , -   , -   , -   , -   
12,PUERTO NATALES,BACALAO DE PROFUNDIDAD,134, -   , -   ,111, -   , -   , -   , -   , -   , -   , -   , -   , -   ,17,57
12,PUERTO NATALES,BROTULA,1, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,CARACOL PALO PALO, -   , -   , -   , -   , -   ,32, -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,CARACOL PIQUILHUE, -   , -   , -   , -   , -   ,6, -   , -   , -   , -   , -   ,5, -   , -   , -   
12,PUERTO NATALES,CARACOL TROPHON, -   , -   , -   ,21, -   , -   , -   , -   ,15, -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,CARACOL TRUMULCO, -   ,3, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,CENTOLLA,379,348,306,65,185,444,386,270,391,564,615,991,991,935,985
12,PUERTO NATALES,CENTOLLON, -   ,50, -   , -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,CHANCHARRO, -   , -   ,3, -   , -   ,6, -   , -   , -   , -   , -   , -   ,14, -   , -   
12,PUERTO NATALES,CHICOREA DE MAR,237, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,CHOLGA,1105,1456,8,3,21,21,8,25,4,20,13,3,12,6,6
12,PUERTO NATALES,CHORITO,641,139,220,1446,334,129,15,242,102,8, -   ,1,7,2,21
12,PUERTO NATALES,CHORO, -   , -   ,9,3, -   , -   ,1, -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,CONGRIO DORADO,10,10,16,12,20,75,52,20,33,10,16,8,4,104,66
12,PUERTO NATALES,ERIZO,8432,6677,13315,6330,7939,5667,3762,4812,7127,5455,4868,8109,6875,7679,8195
12,PUERTO NATALES,HUEPO O NAVAJA DE MAR, -   , -   , -   , -   , -   , -   , -   ,60, -   , -   , -   ,1, -   , -   , -   
12,PUERTO NATALES,JAIBA, -   , -   , -   , -   , -   ,45, -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,JAIBA MARMOLA, -   , -   , -   , -   , -   ,247, -   ,17, -   , -   , -   , -   ,3, -   , -   
12,PUERTO NATALES,JAIBA MORA, -   , -   , -   , -   ,2, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,LECHUGUILLA, -   , -   , -   , -   , -   , -   ,14, -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,LOCO,85,11,21, -   ,15,56,44,29,23,10,33,25,10,2, -   
12,PUERTO NATALES,LUGA-LUGA, -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,LUGA-ROJA, -   , -   , -   ,931,95,421,756,165,1440,3290,1393,211,1468,3018,1927
12,PUERTO NATALES,MERLUZA DEL SUR O AUSTRAL,935,1443,984,1076,1307,1377,2297,1510,1041,538,544,153,58,26,34
12,PUERTO NATALES,OSTION DEL SUR,154, -   , -   , -   , -   ,215, -   , -   , -   ,641,462,693,525,407,450
12,PUERTO NATALES,OSTION PATAGONICO, -   , -   ,26, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,PEJERREY DE MAR, -   , -   , -   , -   , -   , -   ,6, -   , -   , -   , -   , -   , -   , -   , -   
12,PUERTO NATALES,PELILLO, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8, -   , -   
12,PUERTO NATALES,RAYA ESPINOSA, -   , -   , -   , -   ,16, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
